transaction_id,user_id,device_id,transaction_amount,currency,payment_mode,merchant_category,transaction_city,transaction_hour,new_device,location_change,failed_attempts_24h,transactions_last_1h,ip_risk_score,vpn_used,international_transaction,fraud_probability,risk_score,risk_level,decision,is_fraud
TXN503832,U101808,D201402,1190.2,INR,Debit Card,Travel,Nashik,14,No,Yes,0,2,50.26,No,No,18.51,18.51,Low,APPROVE,0
TXN503833,U101509,D200830,758.59,INR,UPI,Shopping,Nashik,21,No,No,0,4,97.1,No,No,1.29,1.29,Low,APPROVE,0
TXN503834,U100109,D200037,4737.77,INR,UPI,Shopping,Delhi,2,No,No,0,4,19.35,No,No,5.2,5.2,Low,APPROVE,0
TXN503835,U101827,D201230,6244.37,INR,Credit Card,Utilities,Kolkata,5,No,No,0,14,59.49,No,No,17.14,17.14,Low,APPROVE,0
TXN503836,U100642,D201729,4765.39,INR,Debit Card,Food,Nagpur,23,Yes,Yes,1,6,43.17,No,No,33.92,33.92,Low,APPROVE,0
TXN503837,U100702,D200288,928.12,INR,UPI,Travel,Delhi,13,No,No,0,10,47.93,Yes,No,16.39,16.39,Low,APPROVE,0
TXN503838,U101834,D201516,3359.53,INR,UPI,Entertainment,Mumbai,7,No,No,0,12,12.88,No,No,15.55,15.55,Low,APPROVE,0
TXN503839,U101116,D201248,3530.27,INR,Credit Card,Entertainment,Ahmedabad,3,No,No,0,5,67.03,No,No,15.35,15.35,Low,APPROVE,0
TXN503840,U100800,D202499,1304.3,INR,UPI,Shopping,Bengaluru,12,No,No,0,13,45.28,No,No,18.84,18.84,Low,APPROVE,0
TXN503841,U101741,D202075,10856.28,INR,Credit Card,Fuel,Nagpur,4,No,No,0,12,47.81,No,No,25.18,25.18,Low,APPROVE,0
TXN503842,U100869,D200701,2271.52,INR,Net Banking,Grocery,Chennai,19,No,No,1,1,18.58,No,No,7.55,7.55,Low,APPROVE,0
TXN503843,U101564,D202804,13128.91,INR,UPI,Utilities,Nagpur,17,No,No,1,7,54.01,No,No,0.1,0.1,Low,APPROVE,0
TXN503844,U100918,D202381,4003.03,INR,Debit Card,Fuel,Mumbai,10,No,No,0,3,43.55,No,No,0.1,0.1,Low,APPROVE,0
TXN503845,U101722,D201396,2269.56,INR,UPI,Travel,Mumbai,4,No,No,0,11,31.38,Yes,No,25.73,25.73,Low,APPROVE,0
TXN503846,U100848,D201850,3040.45,INR,UPI,Grocery,Nagpur,16,No,No,0,3,69.52,No,No,5.11,5.11,Low,APPROVE,0
TXN503847,U100506,D202608,299.67,INR,Debit Card,Utilities,Ahmedabad,1,No,No,0,3,56.49,No,No,14.51,14.51,Low,APPROVE,0
TXN503848,U100176,D200203,2643.23,INR,UPI,Travel,Pune,22,No,No,0,1,97.62,No,No,0.1,0.1,Low,APPROVE,0
TXN503849,U101462,D202426,229.51,INR,UPI,Fuel,Nagpur,4,No,No,0,1,52.53,No,No,11.46,11.46,Low,APPROVE,0
TXN503850,U101866,D202949,1539.99,INR,UPI,Education,Delhi,7,No,No,0,8,76.58,No,No,11.04,11.04,Low,APPROVE,0
TXN503851,U100667,D201138,4067.26,INR,Net Banking,Healthcare,Pune,5,No,No,0,14,85.98,No,No,17.78,17.78,Low,APPROVE,0
TXN503852,U101781,D201043,1757.7,INR,Credit Card,Grocery,Mumbai,7,No,No,0,1,84.07,No,No,5.56,5.56,Low,APPROVE,0
TXN503853,U101734,D201007,13132.65,INR,Net Banking,Entertainment,Nagpur,1,No,No,1,4,81.59,No,No,15.01,15.01,Low,APPROVE,0
TXN503854,U100510,D201620,2714.82,INR,Credit Card,Entertainment,Nagpur,7,No,No,0,12,27.22,No,No,13.86,13.86,Low,APPROVE,0
TXN503855,U100108,D202959,5362.11,INR,Net Banking,Gaming,Mumbai,23,No,No,0,4,60.35,No,No,4.05,4.05,Low,APPROVE,0
TXN503856,U100871,D202443,2370.16,INR,UPI,Food,Nashik,6,No,No,0,11,98.54,No,No,15.57,15.57,Low,APPROVE,0
TXN503857,U101095,D200352,3980.4,INR,Credit Card,Utilities,Bengaluru,7,No,No,2,11,94.72,No,No,11.64,11.64,Low,APPROVE,0
TXN503858,U100488,D201137,1962.79,INR,Debit Card,Food,Ahmedabad,17,No,No,0,4,88.37,No,No,0.1,0.1,Low,APPROVE,0
TXN503859,U100732,D202561,5227.34,INR,UPI,Entertainment,Hyderabad,21,No,Yes,1,11,76.89,Yes,No,29.79,29.79,Low,APPROVE,0
TXN503860,U100280,D200545,9239.17,INR,UPI,Shopping,Nashik,6,No,No,0,1,9.77,No,No,7.01,7.01,Low,APPROVE,0
TXN503861,U100902,D200281,3092.9,INR,Net Banking,Shopping,Bengaluru,14,No,No,0,5,43.24,No,No,0.1,0.1,Low,APPROVE,0
TXN503862,U101912,D200672,11566.85,INR,Debit Card,Gaming,Kolkata,8,Yes,No,0,9,30.88,No,No,34.5,34.5,Low,APPROVE,0
TXN503863,U101237,D202653,2038.09,INR,UPI,Gaming,Kolkata,13,No,No,0,2,39.42,No,No,5.83,5.83,Low,APPROVE,0
TXN503864,U101480,D200759,10531.64,INR,Credit Card,Utilities,Nagpur,12,No,No,0,8,58.74,No,No,15.91,15.91,Low,APPROVE,0
TXN503865,U101610,D201344,6147.16,INR,Net Banking,Gaming,Mumbai,2,No,No,0,1,39.96,No,No,13.23,13.23,Low,APPROVE,0
TXN503866,U100417,D202413,2125.0,INR,UPI,Travel,Ahmedabad,5,No,No,2,4,43.11,Yes,No,3.24,3.24,Low,APPROVE,0
TXN503867,U100753,D200519,5666.69,INR,Credit Card,Healthcare,Delhi,23,No,No,1,7,60.84,No,No,3.03,3.03,Low,APPROVE,0
TXN503868,U101533,D200109,5516.4,INR,UPI,Shopping,Bengaluru,3,No,No,0,8,88.2,No,No,26.07,26.07,Low,APPROVE,0
TXN503869,U100661,D202953,6852.67,INR,UPI,Education,Chennai,20,No,No,0,14,16.37,No,No,14.45,14.45,Low,APPROVE,0
TXN503870,U101346,D200952,292.29,INR,Debit Card,Travel,Ahmedabad,17,No,No,1,7,27.76,No,No,0.1,0.1,Low,APPROVE,0
TXN503871,U101201,D200679,830.51,INR,UPI,Entertainment,Nagpur,10,Yes,No,0,9,2.63,Yes,No,49.04,49.04,Medium,HOLD,0
TXN503872,U100687,D201601,1958.54,INR,UPI,Travel,Bengaluru,6,No,No,0,10,89.28,No,No,11.09,11.09,Low,APPROVE,0
TXN503873,U100103,D200958,3426.56,INR,UPI,Education,Chennai,14,Yes,No,0,2,5.5,No,No,15.77,15.77,Low,APPROVE,0
TXN503874,U101142,D202371,4927.47,INR,Debit Card,Food,Nashik,23,No,No,0,8,83.24,No,No,17.0,17.0,Low,APPROVE,0
TXN503875,U100711,D201975,1666.49,INR,UPI,Food,Delhi,21,No,No,0,9,84.39,No,No,18.88,18.88,Low,APPROVE,0
TXN503876,U100581,D202059,6030.82,INR,UPI,Education,Bengaluru,10,No,No,0,14,3.05,No,No,10.28,10.28,Low,APPROVE,0
TXN503877,U100056,D201822,273.93,INR,UPI,Grocery,Bengaluru,18,No,No,0,4,87.62,No,Yes,4.18,4.18,Low,APPROVE,0
TXN503878,U101432,D202024,601.03,INR,Debit Card,Gaming,Pune,8,No,No,1,5,48.75,No,No,8.46,8.46,Low,APPROVE,0
TXN503879,U100577,D201184,1486.4,INR,Net Banking,Utilities,Chennai,5,Yes,Yes,0,9,96.27,No,No,46.41,46.41,Medium,HOLD,0
TXN503880,U101935,D202311,22678.6,INR,UPI,Gaming,Mumbai,6,No,No,0,11,56.59,No,No,18.06,18.06,Low,APPROVE,0
TXN503881,U101081,D200379,6615.95,INR,UPI,Fuel,Nagpur,7,No,No,0,7,79.31,No,No,1.74,1.74,Low,APPROVE,0
TXN503882,U100116,D202127,1678.8,INR,UPI,Shopping,Hyderabad,23,No,Yes,0,3,59.71,No,No,14.68,14.68,Low,APPROVE,0
TXN503883,U101448,D201294,14774.24,INR,Debit Card,Fuel,Hyderabad,11,No,No,0,13,82.18,No,No,9.48,9.48,Low,APPROVE,0
TXN503884,U100818,D202472,905.96,INR,UPI,Entertainment,Delhi,23,No,No,0,12,76.4,No,No,15.75,15.75,Low,APPROVE,0
TXN503885,U101044,D200615,1170.39,INR,UPI,Utilities,Nagpur,18,Yes,No,0,3,19.74,No,No,19.76,19.76,Low,APPROVE,0
TXN503886,U100078,D200435,3363.36,INR,Wallet,Shopping,Bengaluru,21,No,No,0,1,56.71,No,Yes,0.88,0.88,Low,APPROVE,0
TXN503887,U101847,D200921,2841.22,INR,UPI,Utilities,Nashik,13,No,No,0,10,39.9,No,No,18.23,18.23,Low,APPROVE,0
TXN503888,U101889,D201547,3875.91,INR,Credit Card,Gaming,Nashik,22,No,No,0,5,1.89,Yes,No,0.41,0.41,Low,APPROVE,0
TXN503889,U100558,D200794,1738.0,INR,UPI,Healthcare,Pune,19,No,No,1,1,62.1,No,No,0.1,0.1,Low,APPROVE,0
TXN503890,U100885,D201134,5190.74,INR,UPI,Shopping,Nagpur,19,No,Yes,0,12,22.46,No,No,27.67,27.67,Low,APPROVE,0
TXN503891,U101706,D200451,2877.93,INR,UPI,Education,Hyderabad,6,Yes,No,0,11,87.85,No,No,29.98,29.98,Low,APPROVE,0
TXN503892,U101619,D200259,9085.48,INR,UPI,Gaming,Chennai,1,No,No,0,13,68.8,No,No,29.2,29.2,Low,APPROVE,0
TXN503893,U100107,D202869,5896.43,INR,Debit Card,Shopping,Nashik,10,No,No,1,3,14.58,No,No,7.1,7.1,Low,APPROVE,0
TXN503894,U100798,D202755,1256.08,INR,Debit Card,Grocery,Ahmedabad,10,No,Yes,0,2,6.87,No,No,17.5,17.5,Low,APPROVE,0
TXN503895,U101294,D202899,728.31,INR,Debit Card,Gaming,Kolkata,7,No,No,1,10,89.95,No,No,12.62,12.62,Low,APPROVE,0
TXN503896,U100687,D201207,7742.94,INR,Debit Card,Gaming,Pune,5,No,No,0,5,96.16,No,No,2.99,2.99,Low,APPROVE,0
TXN503897,U101853,D202705,790.68,INR,UPI,Travel,Kolkata,10,Yes,No,0,12,84.63,No,No,27.97,27.97,Low,APPROVE,0
TXN503898,U101499,D202222,7623.02,INR,UPI,Travel,Kolkata,10,No,No,0,14,26.78,No,No,15.33,15.33,Low,APPROVE,0
TXN503899,U100069,D200711,1898.73,INR,UPI,Grocery,Chennai,4,No,No,1,6,29.78,No,No,20.52,20.52,Low,APPROVE,0
TXN503900,U100386,D201723,4842.22,INR,Debit Card,Utilities,Chennai,9,No,No,2,5,36.53,No,No,0.1,0.1,Low,APPROVE,0
TXN503901,U101189,D201978,1314.76,INR,Wallet,Utilities,Pune,0,No,No,0,13,25.67,No,No,23.91,23.91,Low,APPROVE,0
TXN503902,U100854,D201409,4105.46,INR,Credit Card,Grocery,Nagpur,6,Yes,No,0,12,72.13,Yes,No,25.79,25.79,Low,APPROVE,0
TXN503903,U101081,D202632,8426.03,INR,UPI,Entertainment,Pune,3,No,No,1,10,51.0,No,No,31.42,31.42,Low,APPROVE,0
TXN503904,U101474,D202233,1581.83,INR,Debit Card,Education,Nashik,12,No,No,0,3,51.85,No,No,0.1,0.1,Low,APPROVE,0
TXN503905,U100244,D202699,987.41,INR,Debit Card,Fuel,Kolkata,19,No,No,0,8,50.11,No,No,14.57,14.57,Low,APPROVE,0
TXN503906,U101068,D201924,1087.61,INR,Debit Card,Fuel,Hyderabad,14,No,No,2,8,25.0,No,No,14.27,14.27,Low,APPROVE,0
TXN503907,U100683,D200166,212.88,INR,Credit Card,Utilities,Ahmedabad,15,No,No,2,10,81.11,No,No,12.23,12.23,Low,APPROVE,0
TXN503908,U101799,D202190,1033.79,INR,UPI,Shopping,Nashik,2,No,No,0,3,75.04,No,No,15.77,15.77,Low,APPROVE,0
TXN503909,U101406,D200492,9114.51,INR,UPI,Shopping,Mumbai,20,No,No,0,3,87.14,No,No,3.97,3.97,Low,APPROVE,0
TXN503910,U101601,D202119,421.8,INR,Net Banking,Travel,Hyderabad,21,No,No,0,13,39.71,No,No,14.7,14.7,Low,APPROVE,0
TXN503911,U101862,D202546,1435.66,INR,Net Banking,Utilities,Pune,2,No,No,0,5,11.05,No,No,9.32,9.32,Low,APPROVE,0
TXN503912,U101724,D202194,2918.26,INR,Credit Card,Fuel,Bengaluru,7,No,No,1,13,53.65,No,No,11.42,11.42,Low,APPROVE,0
TXN503913,U100784,D201361,2848.03,INR,Credit Card,Education,Bengaluru,15,No,No,0,3,85.15,No,No,0.1,0.1,Low,APPROVE,0
TXN503914,U100070,D201108,1046.36,INR,Net Banking,Shopping,Bengaluru,1,No,No,1,9,72.4,No,No,32.23,32.23,Low,APPROVE,0
TXN503915,U101888,D201840,9949.79,INR,Credit Card,Shopping,Bengaluru,6,No,No,0,3,8.95,No,No,5.96,5.96,Low,APPROVE,0
TXN503916,U101571,D202938,5565.06,INR,Wallet,Grocery,Bengaluru,0,No,No,0,5,12.63,No,No,10.5,10.5,Low,APPROVE,0
TXN503917,U101262,D202854,909.42,INR,UPI,Entertainment,Kolkata,8,No,Yes,0,6,15.75,No,No,17.44,17.44,Low,APPROVE,0
TXN503918,U101603,D202893,2145.74,INR,Credit Card,Food,Ahmedabad,8,No,No,1,9,18.8,No,No,22.04,22.04,Low,APPROVE,0
TXN503919,U100107,D200890,1343.93,INR,Net Banking,Healthcare,Bengaluru,20,No,No,2,9,96.73,No,No,21.9,21.9,Low,APPROVE,0
TXN503920,U101231,D201334,4167.44,INR,UPI,Gaming,Delhi,17,No,No,0,10,41.98,No,No,14.91,14.91,Low,APPROVE,0
TXN503921,U101812,D201730,11832.88,INR,Credit Card,Travel,Nashik,21,No,No,0,5,67.16,No,No,2.47,2.47,Low,APPROVE,0
TXN503922,U100721,D201719,4238.97,INR,UPI,Healthcare,Nashik,11,No,No,0,5,17.22,No,No,7.56,7.56,Low,APPROVE,0
TXN503923,U100301,D202860,13595.76,INR,UPI,Gaming,Chennai,11,No,No,0,9,60.19,No,No,10.61,10.61,Low,APPROVE,0
TXN503924,U101453,D200970,2241.83,INR,Debit Card,Utilities,Chennai,4,Yes,No,1,8,25.24,No,No,44.55,44.55,Medium,HOLD,0
TXN503925,U101371,D200066,461.11,INR,UPI,Fuel,Pune,10,No,No,2,8,98.28,No,No,16.16,16.16,Low,APPROVE,0
TXN503926,U101130,D200837,1170.29,INR,Debit Card,Food,Ahmedabad,3,No,No,1,6,55.57,No,No,13.29,13.29,Low,APPROVE,0
TXN503927,U101915,D200926,5392.74,INR,Debit Card,Shopping,Ahmedabad,15,Yes,No,0,7,33.97,No,No,10.42,10.42,Low,APPROVE,0
TXN503928,U100527,D200340,2325.47,INR,UPI,Healthcare,Pune,11,No,No,1,14,63.35,No,No,14.96,14.96,Low,APPROVE,0
TXN503929,U101774,D200101,2825.42,INR,Credit Card,Travel,Mumbai,1,No,No,1,13,58.75,No,No,26.66,26.66,Low,APPROVE,0
TXN503930,U101429,D200951,1575.78,INR,UPI,Entertainment,Nagpur,4,No,Yes,1,3,46.79,No,No,30.22,30.22,Low,APPROVE,0
TXN503931,U101925,D201133,1404.4,INR,Credit Card,Travel,Hyderabad,7,No,No,0,12,90.97,No,No,11.72,11.72,Low,APPROVE,0
TXN503932,U101757,D200906,8386.4,INR,UPI,Shopping,Hyderabad,15,No,No,0,8,92.22,No,No,11.07,11.07,Low,APPROVE,0
TXN503933,U100951,D201455,17720.67,INR,Net Banking,Education,Nashik,17,No,No,0,8,15.68,No,Yes,15.56,15.56,Low,APPROVE,0
TXN503934,U100255,D202389,1524.73,INR,Credit Card,Entertainment,Nagpur,22,No,No,1,8,16.69,No,No,12.43,12.43,Low,APPROVE,0
TXN503935,U101324,D200827,1291.38,INR,UPI,Shopping,Delhi,2,No,No,1,12,99.15,No,No,25.06,25.06,Low,APPROVE,0
TXN503936,U100953,D201202,6188.1,INR,Debit Card,Gaming,Hyderabad,5,No,No,0,13,63.75,No,No,16.25,16.25,Low,APPROVE,0
TXN503937,U100923,D202726,12921.23,INR,UPI,Travel,Bengaluru,3,No,No,0,1,19.3,No,No,18.0,18.0,Low,APPROVE,0
TXN503938,U101168,D202181,8020.62,INR,UPI,Shopping,Ahmedabad,21,No,No,2,9,8.85,No,No,15.01,15.01,Low,APPROVE,0
TXN503939,U101699,D201053,19274.83,INR,UPI,Travel,Nagpur,10,No,No,0,4,75.48,No,No,2.09,2.09,Low,APPROVE,0
TXN503940,U101547,D202922,8500.07,INR,Credit Card,Food,Nagpur,1,No,No,0,4,90.71,No,No,15.35,15.35,Low,APPROVE,0
TXN503941,U100561,D200995,5950.02,INR,UPI,Shopping,Delhi,20,No,No,1,13,81.01,No,No,14.9,14.9,Low,APPROVE,0
TXN503942,U101850,D200384,9488.36,INR,Credit Card,Utilities,Nashik,12,No,Yes,1,2,27.49,Yes,No,21.68,21.68,Low,APPROVE,0
TXN503943,U100359,D200597,4059.64,INR,Debit Card,Utilities,Ahmedabad,12,No,No,1,9,93.43,No,No,13.66,13.66,Low,APPROVE,0
TXN503944,U101547,D200008,2899.91,INR,Wallet,Food,Nashik,17,No,No,1,6,1.2,No,No,0.1,0.1,Low,APPROVE,0
TXN503945,U101507,D200135,4672.57,INR,Net Banking,Travel,Chennai,23,No,Yes,0,5,87.6,No,No,13.58,13.58,Low,APPROVE,0
TXN503946,U101213,D201313,4439.22,INR,UPI,Education,Pune,12,No,No,0,3,97.29,No,No,2.85,2.85,Low,APPROVE,0
TXN503947,U100295,D200975,1269.45,INR,UPI,Grocery,Pune,11,No,No,0,7,90.87,No,No,2.75,2.75,Low,APPROVE,0
TXN503948,U100092,D200978,4462.83,INR,Debit Card,Fuel,Kolkata,8,No,No,0,9,12.09,No,No,11.1,11.1,Low,APPROVE,0
TXN503949,U101153,D201671,3058.34,INR,Credit Card,Entertainment,Mumbai,23,No,No,1,5,95.2,No,No,0.94,0.94,Low,APPROVE,0
TXN503950,U100860,D202090,4317.31,INR,UPI,Food,Mumbai,0,Yes,No,0,1,36.61,No,No,27.57,27.57,Low,APPROVE,0
TXN503951,U100989,D201847,2657.31,INR,Debit Card,Grocery,Kolkata,4,No,No,1,10,70.44,No,No,25.1,25.1,Low,APPROVE,0
TXN503952,U100483,D202834,3953.6,INR,Wallet,Gaming,Mumbai,3,No,No,1,10,18.5,No,No,21.96,21.96,Low,APPROVE,0
TXN503953,U100875,D201788,3568.08,INR,Credit Card,Fuel,Chennai,3,No,No,0,7,93.74,No,No,17.03,17.03,Low,APPROVE,0
TXN503954,U101432,D201242,798.7,INR,Credit Card,Food,Hyderabad,13,No,No,0,9,37.33,No,No,11.48,11.48,Low,APPROVE,0
TXN503955,U100340,D202007,1221.22,INR,UPI,Shopping,Ahmedabad,10,No,No,0,1,77.88,No,No,1.59,1.59,Low,APPROVE,0
TXN503956,U101237,D200112,544.37,INR,UPI,Food,Chennai,22,No,No,0,3,94.28,No,No,0.1,0.1,Low,APPROVE,0
TXN503957,U100329,D202779,11262.51,INR,Debit Card,Utilities,Bengaluru,13,No,No,0,3,93.08,No,Yes,6.42,6.42,Low,APPROVE,0
TXN503958,U101918,D202059,2491.79,INR,Debit Card,Entertainment,Pune,11,Yes,No,0,13,54.71,No,No,33.26,33.26,Low,APPROVE,0
TXN503959,U100798,D201363,3565.3,INR,UPI,Grocery,Mumbai,15,No,Yes,2,3,69.27,No,No,20.34,20.34,Low,APPROVE,0
TXN503960,U101198,D202919,2491.95,INR,Credit Card,Travel,Hyderabad,14,No,No,2,5,47.93,No,No,0.1,0.1,Low,APPROVE,0
TXN503961,U101467,D202293,875.45,INR,UPI,Fuel,Kolkata,9,No,No,0,13,63.1,No,No,15.85,15.85,Low,APPROVE,0
TXN503962,U100200,D202556,2098.1,INR,UPI,Education,Delhi,3,No,No,2,11,89.67,No,No,28.88,28.88,Low,APPROVE,0
TXN503963,U101640,D201536,2531.23,INR,UPI,Healthcare,Delhi,0,Yes,No,1,9,26.52,No,No,45.26,45.26,Medium,HOLD,0
TXN503964,U100742,D202091,395.92,INR,Credit Card,Travel,Hyderabad,18,No,No,2,12,56.03,No,No,13.49,13.49,Low,APPROVE,0
TXN503965,U100097,D201342,4293.49,INR,Debit Card,Fuel,Bengaluru,7,Yes,No,0,13,54.52,No,No,34.18,34.18,Low,APPROVE,0
TXN503966,U101126,D202654,3627.26,INR,Debit Card,Entertainment,Ahmedabad,9,No,Yes,1,11,90.41,No,No,32.3,32.3,Low,APPROVE,0
TXN503967,U101576,D201512,1745.54,INR,UPI,Shopping,Bengaluru,6,No,No,0,3,31.23,No,No,4.67,4.67,Low,APPROVE,0
TXN503968,U101969,D202556,11644.76,INR,UPI,Food,Hyderabad,1,No,No,0,1,16.39,No,No,20.92,20.92,Low,APPROVE,0
TXN503969,U101174,D201797,3780.63,INR,Wallet,Gaming,Pune,22,No,No,0,9,53.43,No,No,15.29,15.29,Low,APPROVE,0
TXN503970,U101291,D201349,6460.98,INR,UPI,Food,Nagpur,1,No,No,0,10,2.37,No,No,30.13,30.13,Low,APPROVE,0
TXN503971,U100838,D201276,3782.05,INR,UPI,Grocery,Hyderabad,21,No,No,0,10,6.93,No,No,17.11,17.11,Low,APPROVE,0
TXN503972,U100351,D200307,3835.76,INR,UPI,Shopping,Hyderabad,23,No,No,0,3,56.29,No,No,5.0,5.0,Low,APPROVE,0
TXN503973,U100466,D201346,257.92,INR,Net Banking,Entertainment,Mumbai,18,No,No,0,11,97.09,No,No,14.2,14.2,Low,APPROVE,0
TXN503974,U101301,D201631,1444.52,INR,UPI,Grocery,Mumbai,11,No,No,0,14,47.85,No,No,17.09,17.09,Low,APPROVE,0
TXN503975,U101591,D200866,2250.59,INR,Debit Card,Education,Bengaluru,18,No,No,0,4,63.04,No,No,1.33,1.33,Low,APPROVE,0
TXN503976,U101039,D202959,789.83,INR,Credit Card,Gaming,Mumbai,23,No,No,0,6,76.22,No,No,0.1,0.1,Low,APPROVE,0
TXN503977,U101977,D202083,1929.57,INR,Debit Card,Travel,Mumbai,11,No,No,0,7,69.87,No,No,0.1,0.1,Low,APPROVE,0
TXN503978,U100455,D201640,6562.76,INR,Debit Card,Food,Bengaluru,12,No,No,1,6,91.97,No,No,4.27,4.27,Low,APPROVE,0
TXN503979,U101757,D200710,2530.43,INR,UPI,Shopping,Pune,15,No,No,0,12,24.55,No,No,16.15,16.15,Low,APPROVE,0
TXN503980,U101202,D201314,629.71,INR,Debit Card,Entertainment,Pune,7,No,No,0,1,11.03,No,No,4.88,4.88,Low,APPROVE,0
TXN503981,U101157,D202988,4151.74,INR,UPI,Shopping,Hyderabad,9,Yes,No,2,3,8.11,No,No,25.31,25.31,Low,APPROVE,0
TXN503982,U100257,D201628,330.73,INR,UPI,Entertainment,Kolkata,5,No,No,1,3,88.62,No,No,0.1,0.1,Low,APPROVE,0
TXN503983,U100061,D201512,4654.94,INR,Net Banking,Education,Nashik,14,No,No,0,11,52.83,No,No,7.41,7.41,Low,APPROVE,0
TXN503984,U100481,D202283,1444.87,INR,UPI,Healthcare,Nashik,16,No,No,0,4,18.99,No,No,0.1,0.1,Low,APPROVE,0
TXN503985,U101500,D202408,18362.74,INR,Wallet,Fuel,Pune,10,No,No,0,5,71.54,No,No,4.56,4.56,Low,APPROVE,0
TXN503986,U100999,D201279,545.28,INR,Debit Card,Travel,Ahmedabad,18,No,No,1,5,71.84,No,No,0.1,0.1,Low,APPROVE,0
TXN503987,U100634,D200867,2413.74,INR,UPI,Entertainment,Kolkata,9,No,No,2,10,9.02,No,No,13.84,13.84,Low,APPROVE,0
TXN503988,U101065,D201382,779.91,INR,Net Banking,Shopping,Ahmedabad,22,No,Yes,0,5,48.85,No,No,14.5,14.5,Low,APPROVE,0
TXN503989,U101396,D202072,1685.87,INR,UPI,Food,Pune,17,No,No,0,14,78.57,No,No,10.38,10.38,Low,APPROVE,0
TXN503990,U101396,D202862,24385.0,INR,Credit Card,Entertainment,Nashik,8,No,No,0,2,68.5,No,No,2.5,2.5,Low,APPROVE,0
TXN503991,U101322,D202999,1652.11,INR,Wallet,Food,Mumbai,8,No,No,0,13,39.02,No,No,15.6,15.6,Low,APPROVE,0
TXN503992,U101075,D200983,709.98,INR,UPI,Utilities,Pune,17,No,No,1,10,62.64,No,No,12.17,12.17,Low,APPROVE,0
TXN503993,U101402,D201024,4836.94,INR,Credit Card,Healthcare,Chennai,5,No,No,0,9,77.36,No,No,11.28,11.28,Low,APPROVE,0
TXN503994,U101977,D202405,1718.22,INR,UPI,Fuel,Nashik,15,Yes,No,2,9,64.25,No,No,32.89,32.89,Low,APPROVE,0
TXN503995,U100915,D200117,1712.43,INR,Credit Card,Shopping,Ahmedabad,11,No,No,1,12,48.19,Yes,No,15.83,15.83,Low,APPROVE,0
TXN503996,U100311,D202526,1747.43,INR,Debit Card,Utilities,Kolkata,1,No,No,0,4,36.61,No,No,13.79,13.79,Low,APPROVE,0
TXN503997,U100578,D202724,1755.62,INR,UPI,Travel,Ahmedabad,16,Yes,No,0,3,79.73,No,No,19.66,19.66,Low,APPROVE,0
TXN503998,U100058,D202506,8441.76,INR,Net Banking,Food,Nagpur,8,No,No,0,6,32.02,No,No,9.42,9.42,Low,APPROVE,0
TXN503999,U100303,D202160,483.44,INR,Debit Card,Healthcare,Hyderabad,4,No,No,0,1,70.87,No,No,13.75,13.75,Low,APPROVE,0
TXN504000,U100034,D201218,2677.77,INR,Credit Card,Utilities,Mumbai,16,No,Yes,0,4,70.23,No,No,17.41,17.41,Low,APPROVE,0
TXN504001,U100647,D201043,3300.74,INR,UPI,Utilities,Ahmedabad,14,Yes,No,0,2,53.0,No,No,20.84,20.84,Low,APPROVE,0
TXN504002,U101010,D202505,2942.87,INR,UPI,Grocery,Bengaluru,6,No,Yes,0,9,76.32,No,No,28.62,28.62,Low,APPROVE,0
TXN504003,U101611,D202687,773.57,INR,Credit Card,Grocery,Chennai,18,No,No,0,7,83.43,No,No,24.58,24.58,Low,APPROVE,0
TXN504004,U101777,D200575,850.68,INR,Credit Card,Food,Nagpur,5,No,Yes,0,9,9.24,No,No,26.77,26.77,Low,APPROVE,0
TXN504005,U100492,D202847,1788.06,INR,UPI,Fuel,Ahmedabad,3,No,No,0,7,55.42,No,No,19.26,19.26,Low,APPROVE,0
TXN504006,U100490,D200402,874.0,INR,Net Banking,Gaming,Delhi,11,No,Yes,0,2,24.01,No,No,13.74,13.74,Low,APPROVE,0
TXN504007,U101823,D200252,3468.17,INR,UPI,Shopping,Ahmedabad,18,No,No,0,2,79.74,No,No,5.17,5.17,Low,APPROVE,0
TXN504008,U100220,D201629,8630.17,INR,Debit Card,Education,Pune,5,Yes,Yes,0,8,44.29,No,No,50.2,50.2,Medium,HOLD,1
TXN504009,U101836,D202709,2664.06,INR,Debit Card,Utilities,Hyderabad,23,Yes,No,2,9,87.59,No,No,46.55,46.55,Medium,HOLD,0
TXN504010,U101620,D200668,1801.92,INR,UPI,Education,Chennai,21,No,No,0,6,64.71,No,No,19.55,19.55,Low,APPROVE,0
TXN504011,U100122,D200727,265.29,INR,Credit Card,Gaming,Nashik,13,No,No,0,14,12.27,No,No,16.44,16.44,Low,APPROVE,0
TXN504012,U100706,D201457,3411.38,INR,Net Banking,Gaming,Delhi,15,Yes,No,0,3,25.79,No,No,22.09,22.09,Low,APPROVE,0
TXN504013,U101125,D202659,1088.05,INR,UPI,Utilities,Nashik,21,No,No,0,9,40.81,No,No,9.45,9.45,Low,APPROVE,0
TXN504014,U101818,D201145,1769.51,INR,Debit Card,Travel,Nashik,4,No,Yes,0,7,39.3,No,No,28.84,28.84,Low,APPROVE,0
TXN504015,U100886,D201540,1152.13,INR,Credit Card,Utilities,Nashik,4,No,No,1,1,40.28,No,No,17.56,17.56,Low,APPROVE,0
